issn,revista,qualis
16769155,MAIEUTICA,C
25258346,MAIEUTICA ESTUDOS CONTEMPORANEOS EM GESTAO ORGANIZACIONAL,B3
23586362,MAIS 60 ESTUDOS SOBRE ENVELHECIMENTO,NP
2358758X,MAIS QUE AMELIAS,C
00762997,MALACOLOGIA,A3
24465240,MALALA REVISTA DO GRUPO DE TRABALHO ORIENTE MEDIO E MUNDO MUCULMANO,B2
14752875,MALARIA JOURNAL,A1
21992401,MAMMAL RESEARCH,A3
03051838,MAMMAL REVIEW,A1
00251461,MAMMALIA,B1
18641547,MAMMALIA,B1
16165047,MAMMALIAN BIOLOGY,A2
09388990,MAMMALIAN GENOME,A3
15451410,MAMMALIAN SPECIES,B1
00763519,MAMMALIAN SPECIES,B1
16784944,MANA,A1
01049313,MANA,A1
21629374,MANAGEMENT,C
25261282,MANAGEMENT CONTROL REVIEW,B4
00251747,MANAGEMENT DECISION,A1
02767783,MANAGEMENT INFORMATION SYSTEMS QUARTERLY,A1
19898649,MANAGEMENT OF BIOLOGICAL INVASIONS,A3
14777835,MANAGEMENT OF ENVIRONMENTAL QUALITY,A4
17449359,MANAGEMENT ORGANIZATIONAL HISTORY,A3
15365433,MANAGEMENT RESEARCH,A3
20408277,MANAGEMENT RESEARCH REVIEW,B1
20408269,MANAGEMENT RESEARCH REVIEW,B1
00251909,MANAGEMENT SCIENCE,A1
21760985,MANDRAGORA,A3
14154498,MANUSCRITICA,A4
00252700,MAQUINAS E METAIS,C
1807989X,MARACANAN,A3
21774218,MARE NOSTRUM ESTUDOS SOBRE O MEDITERRANEO ANTIGO,B4
16787684,MARGEM ESQUERDA,B4
18060560,MARGENS,C
1807927X,MARGENS,C
24168742,MARGES REVUE DART CONTEMPORAIN,B2
19425120,MARINE AND COASTAL FISHERIES,A4
10236244,MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,B1
13231650,MARINE AND FRESHWATER RESEARCH,A3
02648172,MARINE AND PETROLEUM GEOLOGY,A1
18671616,MARINE BIODIVERSITY INTERNATIONAL JOURNAL OF MARINE SCIENCE,A3
17552672,MARINE BIODIVERSITY RECORDS,B2
00253162,MARINE BIOLOGY,A2
17451019,MARINE BIOLOGY RESEARCH,B1
17451000,MARINE BIOLOGY RESEARCH,B1
14362228,MARINE BIOTECHNOLOGY,A2
03044203,MARINE CHEMISTRY,A1
16603397,MARINE DRUGS,A1
01739565,MARINE ECOLOGY,A4
01718630,MARINE ECOLOGY PROGRESS SERIES,A2
01411136,MARINE ENVIRONMENTAL RESEARCH,A1
18747787,MARINE GENOMICS,A3
00253227,MARINE GEOLOGY,A1
08240469,MARINE MAMMAL SCIENCE,A2
03778398,MARINE MICROPALEONTOLOGY,A2
10183337,MARINE ORNITHOLOGY,B2
0308597X,MARINE POLICY,A1
0025326X,MARINE POLLUTION BULLETIN,A1
09518339,MARINE STRUCTURES,A1
1679396X,MARINE SYSTEMS OCEAN TECHNOLOGY,C
21994749,MARINE SYSTEMS OCEAN TECHNOLOGY,C
08397708,MARINE TURTLE NEWSLETTER,NP
14792931,MARITIME ECONOMICS LOGISTICS,A2
13881973,MARITIME ECONOMICS LOGISTICS,A2
03088839,MARITIME POLICY AND MANAGEMENT,A1
22129790,MARITIME STUDIES,A2
02634503,MARKETING INTELLIGENCE PLANNING,A1
1534973X,MARKETING MANAGEMENT JOURNAL,B1
25258176,MARKETING TOURISM REVIEW,B1
23189657,MARX E O MARXISMO,B2
09502289,MASONRY INTERNATIONAL,A4
03279383,MASTOZOOLOGIA NEOTROPICAL,B2
03406253,MATCH,A3
2261236X,MATEC WEB OF CONFERENCES,NP
23180552,MATEMATICA E ESTATISTICA EM FOCO,C
15177076,MATERIA,B1
19883226,MATERIALES DE CONSTRUCCION,A4
04652746,MATERIALES DE CONSTRUCCION,A4
19961944,MATERIALS,A2
09475117,MATERIALS AND CORROSION,A2
15214176,MATERIALS AND CORROSION,A2
10426914,MATERIALS AND MANUFACTURING PROCESSES,A2
18716873,MATERIALS AND STRUCTURES,A2
13595997,MATERIALS AND STRUCTURES,A2
10445803,MATERIALS CHARACTERIZATION,A1
02540584,MATERIALS CHEMISTRY AND PHYSICS,A3
02641275,MATERIALS DESIGN,A1
2169429X,MATERIALS FOCUS,B3
21694303,MATERIALS FOCUS,B3
21941459,MATERIALS FOR RENEWABLE AND SUSTAINABLE ENERGY,A2
21941467,MATERIALS FOR RENEWABLE AND SUSTAINABLE ENERGY,A2
20516347,MATERIALS HORIZONS,A1
02613069,MATERIALS IN ENGINEERING,C
0167577X,MATERIALS LETTERS,A2
09291725,MATERIALS LETTERS,A2
21653992,MATERIALS PERFORMANCE AND CHARACTERIZATION,B2
15161439,MATERIALS RESEARCH,A2
19805373,MATERIALS RESEARCH,A2
00255408,MATERIALS RESEARCH BULLETIN,A2
20531591,MATERIALS RESEARCH EXPRESS,A3
14328917,MATERIALS RESEARCH INNOVATIONS,A3
13921320,MATERIALS SCIENCE,B2
01371339,MATERIALS SCIENCE,C
1068820X,MATERIALS SCIENCE,C
02670836,MATERIALS SCIENCE AND TECHNOLOGY,A3
09215093,MATERIALS SCIENCE ENGINEERING A STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,A1
09215107,MATERIALS SCIENCE ENGINEERING B SOLIDSTATE MATERIALS FOR ADVANCED TECHNOLOGY,A3
09284931,MATERIALS SCIENCE ENGINEERING C BIOMIMETIC MATERIALS SENSORS AND SYSTEMS,A1
02555476,MATERIALS SCIENCE FORUM,B3
16629752,MATERIALS SCIENCE FORUM,B3
13698001,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,A4
20831331,MATERIALS SCIENCEPOLAND,B1
2153117X,MATERIALS SCIENCES AND APPLICATIONS,B2
21531188,MATERIALS SCIENCES AND APPLICATIONS,B2
22147853,MATERIALS TODAY PROCEEDINGS,NP
13459678,MATERIALS TRANSACTIONS,B1
13475320,MATERIALS TRANSACTIONS,B1
09335137,MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,B1
15214052,MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,B1
10927875,MATERNAL AND CHILD HEALTH JOURNAL,A2
17408695,MATERNAL AND CHILD NUTRITION,A1
15445879,MATHEMATICAL ANTHROPOLOGY AND CULTURAL THEORY,B2
00255564,MATHEMATICAL BIOSCIENCES,A2
01704214,MATHEMATICAL METHODS IN THE APPLIED SCIENCES,B1
14322994,MATHEMATICAL METHODS OF OPERATIONS RESEARCH,B2
02182025,MATHEMATICAL MODELS AND METHODS IN APPLIED SCIENCES,A1
13850172,MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY,A3
15635147,MATHEMATICAL PROBLEMS IN ENGINEERING,A3
1024123X,MATHEMATICAL PROBLEMS IN ENGINEERING,A3
00255610,MATHEMATICAL PROGRAMMING,A1
18672949,MATHEMATICAL PROGRAMMING COMPUTATION,A1
22277390,MATHEMATICS,C
03784754,MATHEMATICS AND COMPUTERS IN SIMULATION,B2
10812865,MATHEMATICS AND MECHANICS OF SOLIDS,B1
20413165,MATHEMATICS IN ENGINEERING SCIENCE AND AEROSPACE THE TRANSDISCIPLINARY INTERNATIONAL JOURNAL,C
03057259,MATHEMATICS IN SCHOOL,C
15265471,MATHEMATICS OF OPERATIONS RESEARCH,A2
11345632,MATHWARE SOFT COMPUTING,C
19828160,MATRIZES,A1
19822073,MATRIZES,A1
03785122,MATURITAS,A1
00256153,MAYDICA,B2
00256196,MAYO CLINIC PROCEEDINGS,A1
21507511,MBIO,A1
02632241,MEASUREMENT,A2
1091367X,MEASUREMENT IN PHYSICAL EDUCATION AND EXERCISE SCIENCE,A3
09570233,MEASUREMENT SCIENCE TECHNOLOGY,A2
13683047,MEASURING BUSINESS EXCELLENCE,A2
03091740,MEAT SCIENCE,A1
16666070,MECANICA COMPUTACIONAL,C
00256455,MECCANICA,A2
15729648,MECCANICA,A2
08883270,MECHANICAL SYSTEMS AND SIGNAL PROCESSING,A1
15397734,MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES,A2
22577777,MECHANICS INDUSTRY,A4
24125954,MECHANICS MATERIALS SCIENCE ENGINEERING JOURNAL,C
15376494,MECHANICS OF ADVANCED MATERIALS AND STRUCTURES,A1
01915665,MECHANICS OF COMPOSITE MATERIALS,A4
01676636,MECHANICS OF MATERIALS,A2
00936413,MECHANICS RESEARCH COMMUNICATIONS,A2
0094114X,MECHANISM AND MACHINE THEORY,A1
00476374,MECHANISMS OF AGEING AND DEVELOPMENT,A2
09254773,MECHANISMS OF DEVELOPMENT,B1
09574158,MECHATRONICS,A1
20402503,MEDCHEMCOMM,A4
23127996,MEDEDPUBLISH,C
01214977,MEDELLIN BIBLIA TEOLOGIA Y PASTORAL PARA AMERICA LATINA Y EL CARIBE,A4
16455681,MEDIA E JORNALISMO,B2
21799571,MEDIACAO,B2
1980556X,MEDIACAO,B4
19890494,MEDIACIONES SOCIALES,B2
21766665,MEDIACOES REVISTA DE CIENCIAS SOCIAIS,B2
21835918,MEDIAPOLIS,B4
19270178,MEDIAS 19,NP
14661861,MEDIATORS OF INFLAMMATION,A3
09629351,MEDIATORS OF INFLAMMATION,A3
0269283X,MEDICAL AND VETERINARY ENTOMOLOGY,A2
01400118,MEDICAL BIOLOGICAL ENGINEERING COMPUTING,A3
17410444,MEDICAL BIOLOGICAL ENGINEERING COMPUTING,A3
03080110,MEDICAL EDUCATION,A1
13504533,MEDICAL ENGINEERING PHYSICS,A3
23188111,MEDICAL EXPRESS,C
23580429,MEDICAL EXPRESS,C
03069877,MEDICAL HYPOTHESES,A4
13618415,MEDICAL IMAGE ANALYSIS,A1
03008584,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,A3
13693786,MEDICAL MYCOLOGY,A1
14602709,MEDICAL MYCOLOGY,A1
22117539,MEDICAL MYCOLOGY CASE REPORTS,B2
13570560,MEDICAL ONCOLOGY,A4
00942405,MEDICAL PHYSICS,A2
23064609,MEDICAL PHYSICS INTERNATIONAL,C
10117571,MEDICAL PRINCIPLES AND PRACTICE,A3
08851158,MEDICAL PROBLEMS OF PERFORMING ARTISTS,A2
12341010,MEDICAL SCIENCE MONITOR,A1
16433750,MEDICAL SCIENCE MONITOR,A1
18444172,MEDICAL ULTRASONOGRAPHY,A4
1010660X,MEDICINA,A2
00257680,MEDICINA,B1
00766046,MEDICINA,B2
21767262,MEDICINA,B2
00257753,MEDICINA CLINICA,A4
00257818,MEDICINA DEL LAVORO,B2
00257826,MEDICINA DELLO SPORT,B2
02105691,MEDICINA INTENSIVA,B1
16986946,MEDICINA ORAL PATOLOGIA ORAL Y CIRUGIA BUCAL,A2
18094678,MEDICINA VETERINARIA,B2
15734064,MEDICINAL CHEMISTRY,A4
21610444,MEDICINAL CHEMISTRY CURRENT RESEARCH,C
10542523,MEDICINAL CHEMISTRY RESEARCH,B1
01986325,MEDICINAL RESEARCH REVIEWS,A1
00257974,MEDICINE,A2
15365964,MEDICINE,A2
07231393,MEDICINE AND LAW,B3
01959131,MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,A1
23056320,MEDICINES,B4
02433397,MEDICOGRAPHIA,C
23165442,MEDIEVALIS,B4
18485030,MEDIJSKE STUDIJE,B3
15763196,MEDIO AMBIENTE DERECHO,B4
11089628,MEDITERRANEAN ARCHAEOLOGY AND ARCHAEOMETRY,A1
20283997,MEDITERRANEAN JOURNAL OF CHEMISTRY,B2
20353006,MEDITERRANEAN JOURNAL OF HEMATOLOGY AND INFECTIOUS DISEASES,B2
20399340,MEDITERRANEAN JOURNAL OF SOCIAL SCIENCES,A3
22372768,MEDVEP DERMATO,C
16781430,MEDVEP REVISTA CIENTIFICA DE MEDICINA VETERINARIA PEQUENOS ANIMAIS E ANIMAIS DE ESTIMACAO,B4
16768027,MEIO FILTRANTE,B4
09608931,MELANOMA RESEARCH,A1
18079717,MEMENTO,A4
18659284,MEMETIC COMPUTING,A3
00659266,MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY,A1
16761669,MEMORANDUM,A4
03275752,MEMORIA AMERICANA,A1
01225197,MEMORIA Y SOCIEDAD,A2
17948886,MEMORIAS,B1
16788060,MEMORIAS DO INSTITUTO OSWALDO CRUZ,A2
00740276,MEMORIAS DO INSTITUTO OSWALDO CRUZ,A2
10723714,MENOPAUSE,A2
19816243,MENSAGEM DOCE,NP
23985380,MENTAL HEALTH AND ADDICTION RESEARCH,C
16760883,MERCADO DE TRABALHO,C
19842201,MERCATOR,A1
15181219,MERIDIANO 47,A2
19802072,MERITUM,A4
21752753,META AVALIACAO,A4
22145400,META GENE,B1
18281567,METABASIS FILOSOFIA E COMUNICAZIONE,B4
08857490,METABOLIC BRAIN DISEASE,A3
10967176,METABOLIC ENGINEERING,A1
15404196,METABOLIC SYNDROME AND RELATED DISORDERS,B1
00260495,METABOLISM CLINICAL AND EXPERIMENTAL,A1
22181989,METABOLITES,A2
15733882,METABOLOMICS,A2
15733890,METABOLOMICS,A2
24481246,METAGRAPHIAS,B4
08743738,METALICA,C
21929262,METALLOGRAPHY MICROSTRUCTURE AND ANALYSIS,A4
17565901,METALLOMICS,A1
10735623,METALLURGICAL AND MATERIALS TRANSACTIONS A PHYSICAL METALLURGY AND MATERIALS SCIENCE,A2
10735615,METALLURGICAL AND MATERIALS TRANSACTIONS B PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE,A3
15989623,METALS AND MATERIALS INTERNATIONAL,A2
20754701,METALS OPEN ACCESS METALLURGY JOURNAL,A3
2525832X,METAMORFOSE ARTE CIENCIA E TECNOLOGIA,B2
11387262,METAS DE ENFERMERIA,B2
10869379,METEORITICS PLANETARY SCIENCE,A3
14698080,METEOROLOGICAL APPLICATIONS,A3
13504827,METEOROLOGICAL APPLICATIONS,A3
09412948,METEOROLOGISCHE ZEITSCHRIFT,B1
01777971,METEOROLOGY AND ATMOSPHERIC PHYSICS,B1
23408413,METHAODOSREVISTA DE CIENCIAS SOCIALES,B1
10462023,METHODS,A2
20506120,METHODS AND APPLICATIONS IN FLUORESCENCE,A2
2041210X,METHODS IN ECOLOGY AND EVOLUTION,A1
19406029,METHODS IN MOLECULAR BIOLOGY,B3
10643745,METHODS IN MOLECULAR BIOLOGY,B3
00261270,METHODS OF INFORMATION IN MEDICINE,A2
22150161,METHODSX,A2
16770706,METIS,A4
25253867,METODOS E PESQUISA EM ADMINISTRACAO,B4
00261386,METROECONOMICA,A2
00261394,METROLOGIA,A2
16817575,METROLOGIA,A2
19833687,MG BIOTA,C
13426311,MICROBES AND ENVIRONMENTS,A2
13474405,MICROBES AND ENVIRONMENTS,A2
12864579,MICROBES AND INFECTION,A2
17517907,MICROBIAL BIOTECHNOLOGY,A2
14752859,MICROBIAL CELL FACTORIES,A2
10766294,MICROBIAL DRUG RESISTANCE,A4
00953628,MICROBIAL ECOLOGY,A1
1432184X,MICROBIAL ECOLOGY,A1
08824010,MICROBIAL PATHOGENESIS,A3
23523522,MICROBIAL RISK ANALYSIS,B1
19821301,MICROBIOLOGIA IN FOCO,B4
09445013,MICROBIOLOGICAL RESEARCH,A3
14652080,MICROBIOLOGY,B1
13500872,MICROBIOLOGY,B1
00262617,MICROBIOLOGY,B1
03855600,MICROBIOLOGY AND IMMUNOLOGY,B2
20367481,MICROBIOLOGY RESEARCH,C
21650497,MICROBIOLOGY SPECTRUM,A2
20458827,MICROBIOLOGYOPEN,A4
20492618,MICROBIOME,A1
0026265X,MICROCHEMICAL JOURNAL,A3
10739688,MICROCIRCULATION,A2
01679317,MICROELECTRONIC ENGINEERING,A3
00262714,MICROELECTRONICS AND RELIABILITY,A3
00262692,MICROELECTRONICS JOURNAL,A4
09598324,MICROELECTRONICS JOURNAL,A4
09684328,MICRON,A3
00477206,MICRON,A3
13871811,MICROPOROUS AND MESOPOROUS MATERIALS,A1
01419331,MICROPROCESSORS AND MICROSYSTEMS,B1
22115374,MICRORNA,A1
14319276,MICROSCOPY AND MICROANALYSIS,A2
1059910X,MICROSCOPY RESEARCH AND TECHNIQUE,A3
10970029,MICROSCOPY RESEARCH AND TECHNIQUE,A3
07381085,MICROSURGERY,A3
09467076,MICROSYSTEM TECHNOLOGIES,A4
00262862,MICROVASCULAR RESEARCH,A4
08952477,MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,A4
21829543,MIDAS MUSEUS E ESTUDOS INTERDISCIPLINARES,A4
2178602X,MIDIA E COTIDIANO,A4
02666138,MIDWIFERY,A2
00263672,MIKROCHIMICA ACTA,A1
14365073,MIKROCHIMICA ACTA,A1
00264075,MILITARY MEDICINE,B2
00264148,MILITARY REVIEW,A4
08733015,MILLENIUM,B3
1647662X,MILLENIUM JOURNAL OF EDUCATION TECHNOLOGIES AND HEALTH,B3
10749039,MIND CULTURE AND ACTIVITY,A2
10259112,MINE WATER AND THE ENVIRONMENT,A3
08827508,MINERAL PROCESSING AND EXTRACTIVE METALLURGY REVIEW,A2
0026461X,MINERALOGICAL MAGAZINE,A4
09300708,MINERALOGY AND PETROLOGY,A3
08926875,MINERALS ENGINEERING,A1
07479182,MINERALS METALLURGICAL PROCESSING,A2
03911977,MINERVA ENDOCRINOLOGICA,B2
00264784,MINERVA GINECOLOGICA,B3
00264970,MINERVA STOMATOLOGICA,B1
19829922,MINHA CIDADE,NP
13895575,MINIREVIEWS IN MEDICINAL CHEMISTRY,A3
00265187,MINING ENGINEERING,B3
1570193X,MINIREVIEWS IN ORGANIC CHEMISTRY,B3
09388249,MIR MANAGEMENT INTERNATIONAL REVIEW,A1
16765818,MIRABILIA JOURNAL,B1
19842899,MISCELANEA,A4
23180811,MISES REVISTA INTERDISCIPLINAR DE FILOSOFIA DIREITO E,B3
1794600X,MISION JURIDICA REVISTA DE DERECHO Y CIENCIAS SOCIALES,B3
24470244,MISSOES REVISTA DE CIENCIAS HUMANAS E SOCIAIS,B2
13812386,MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,A1
19401736,MITOCHONDRIAL DNA,B4
15677249,MITOCHONDRION,A3
24470899,MIX SUSTENTAVEL,A4
24473073,MIX SUSTENTAVEL,A4
22404554,MLTJ MUSCLES LIGAMENTS AND TENDONS JOURNAL,A4
0267257X,MM JOURNAL OF MARKETING MANAGEMENT,A2
15183394,MNEME,C
18098894,MNEMOSINE,B1
22373217,MNEMOSINE REVISTA,B1
12864692,MNGEMENT,B1
23580658,MOARA,A2
01040944,MOARA,A2
17598753,MOBILE DNA,A1
2159256X,MOBILE GENETIC ELEMENTS,B1
21592543,MOBILE GENETIC ELEMENTS,B1
1875905X,MOBILE INFORMATION SYSTEMS,B3
1982615X,MODAPALAVRA EPERIODICO,A3
15741699,MODEL ASSISTED STATISTICS AND APPLICATIONS,B3
23636211,MODELING EARTH SYSTEMS AND ENVIRONMENT,B3
23636203,MODELING EARTH SYSTEMS AND ENVIRONMENT,B3
16875591,MODELLING AND SIMULATION IN ENGINEERING,A4
09650393,MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING,A3
19131852,MODERN APPLIED SCIENCE,C
19131844,MODERN APPLIED SCIENCE,C
23296798,MODERN CHEMISTRY APPLICATIONS,C
21527245,MODERN ECONOMY,A3
21527261,MODERN ECONOMY,A3
23332581,MODERN ENVIRONMENTAL SCIENCE AND ENGINEERING,C
08933952,MODERN PATHOLOGY,A1
02177323,MODERN PHYSICS LETTERS A,B1
02179849,MODERN PHYSICS LETTERS B,B2
14397595,MODERN RHEUMATOLOGY,B1
19823150,MODERNA HEPATOLOGIA,C
18091385,MOINMOIN,A2
23746920,MOJ PROTEOMICS BIOINFORMATICS,C
14228599,MOLBANK,B4
18729428,MOLECULAR AND BIOCHEMICAL PARASITOLOGY,A4
01666851,MOLECULAR AND BIOCHEMICAL PARASITOLOGY,A4
03008177,MOLECULAR AND CELLULAR BIOCHEMISTRY,A3
03037207,MOLECULAR AND CELLULAR ENDOCRINOLOGY,A2
10447431,MOLECULAR AND CELLULAR NEUROSCIENCES,A2
08908508,MOLECULAR AND CELLULAR PROBES,B2
20499450,MOLECULAR AND CLINICAL ONCOLOGY,B2
07374038,MOLECULAR BIOLOGY AND EVOLUTION,A1
10591524,MOLECULAR BIOLOGY OF THE CELL,A2
19394586,MOLECULAR BIOLOGY OF THE CELL,A2
03014851,MOLECULAR BIOLOGY REPORTS,B1
15734978,MOLECULAR BIOLOGY REPORTS,B1
1742206X,MOLECULAR BIOSYSTEMS,A3
10736085,MOLECULAR BIOTECHNOLOGY,A4
13803743,MOLECULAR BREEDING,A1
14764598,MOLECULAR CANCER,A1
15417786,MOLECULAR CANCER RESEARCH,A2
15357163,MOLECULAR CANCER THERAPEUTICS,A1
08991987,MOLECULAR CARCINOGENESIS,A3
10972765,MOLECULAR CELL,A1
15359476,MOLECULAR CELLULAR PROTEOMICS,A1
15359484,MOLECULAR CELLULAR PROTEOMICS,A1
15421406,MOLECULAR CRYSTALS AND LIQUID CRYSTALS,B2
17558166,MOLECULAR CYTOGENETICS,B1
11771062,MOLECULAR DIAGNOSIS THERAPY,A4
09621083,MOLECULAR ECOLOGY,A1
17550998,MOLECULAR ECOLOGY RESOURCES,A1
1755098X,MOLECULAR ECOLOGY RESOURCES,A1
16174623,MOLECULAR GENETICS AND GENOMICS,A4
16174615,MOLECULAR GENETICS AND GENOMICS,A4
10967192,MOLECULAR GENETICS AND METABOLISM,A2
22144269,MOLECULAR GENETICS AND METABOLISM REPORTS,B3
23249269,MOLECULAR GENETICS GENOMIC MEDICINE,A4
15361632,MOLECULAR IMAGING AND BIOLOGY,A1
01615890,MOLECULAR IMMUNOLOGY,A4
18681743,MOLECULAR INFORMATICS,A3
17912997,MOLECULAR MEDICINE REPORTS,B1
22128778,MOLECULAR METABOLISM,A1
0950382X,MOLECULAR MICROBIOLOGY,A2
08937648,MOLECULAR NEUROBIOLOGY,A1
17501326,MOLECULAR NEURODEGENERATION,A1
16134125,MOLECULAR NUTRITION FOOD RESEARCH,A1
20411006,MOLECULAR ORAL MICROBIOLOGY,A1
15438384,MOLECULAR PHARMACEUTICS,A1
10557903,MOLECULAR PHYLOGENETICS AND EVOLUTION,A1
00268976,MOLECULAR PHYSICS,A4
16742052,MOLECULAR PLANT,A1
14646722,MOLECULAR PLANT PATHOLOGY,A1
08940282,MOLECULAR PLANTMICROBE INTERACTIONS,A1
13594184,MOLECULAR PSYCHIATRY,A1
1040452X,MOLECULAR REPRODUCTION AND DEVELOPMENT,A1
08927022,MOLECULAR SIMULATION,A4
16618769,MOLECULAR SYNDROMOLOGY,B2
15250016,MOLECULAR THERAPY,A1
10900535,MOLECULAR VISION,A3
14203049,MOLECULES,A2
14331373,MOLECULES ONLINE,C
13235818,MOLLUSCAN RESEARCH,B2
23163100,MOMENTO DIALOGOS EM EDUCACAO,B2
16780795,MOMENTUM,B3
19403410,MOMENTUM,B3
23168323,MONCOES REVISTA DE RELACOES INTERNACIONAIS DA UFGD,A4
23405457,MONFRAGUE DESARROLLO RESILIENTE,C
21679436,MONOCLONAL ANTIBODIES IN IMMUNODIAGNOSIS AND IMMUNOTHERAPY,B3
09299629,MONTE CARLO METHODS AND APPLICATIONS,B3
00358711,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,A2
17453925,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY LETTERS,A2
00270520,MONTHLY REVIEW,A4
00270644,MONTHLY WEATHER REVIEW,A2
01492195,MORBIDITY AND MORTALITY WEEKLY REPORT,A1
21778841,MORINGA ARTES DO ESPETACULO,A3
19808348,MORINGA ARTES DO ESPETACULO,A3
16762924,MORPHEUS,B1
19837801,MOSAICO,A3
21768943,MOSAICO,B1
21787719,MOSAICO REVISTA MULTIDISCIPLINAR DE HUMANIDADES,B2
10871640,MOTOR CONTROL,B1
15432696,MOTOR CONTROL,B1
21722862,MOTRICIDAD EUROPEAN JOURNAL OF HUMAN MOVEMENT,C
1646107X,MOTRICIDADE,B2
21822972,MOTRICIDADE,B2
21758042,MOTRIVIVENCIA,B3
01034111,MOTRIVIVENCIA,B3
14159805,MOTRIZ,B1
19806574,MOTRIZ REVISTA DE EDUCACAO FISICA,B1
21754837,MOURO,B3
21754519,MOURO REVISTA MARXISTA,B3
19817207,MOUSEION,B2
08853185,MOVEMENT DISORDERS,A1
23301619,MOVEMENT DISORDERS CLINICAL PRACTICE,A3
19844298,MOVIMENTA,B2
23589205,MOVIMENTACAO,C
19828918,MOVIMENTO,B2
0104754X,MOVIMENTO,B2
15180344,MOVIMENTO,B2
23593296,MOVIMENTO REVISTA DE EDUCACAO,B2
22388052,REVISTA MOVIMENTOS SOCIAIS E DINAMICAS ESPACIAIS,B1
20598521,MRS ADVANCES,C
21596859,MRS COMMUNICATIONS,A2
09601295,MSCS MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,B1
23795042,MSPHERE,A3
19330219,MUCOSAL IMMUNOLOGY,A1
21761019,MUDANCASPSICOLOGIA DA SAUDE,B1
18071856,MUIRAQUITA,A3
2238717X,MUITAS VOZES,A4
22387196,MUITAS VOZES,A4
2176381X,MULEMBA,A3
15741702,MULTIAGENT AND GRID SYSTEMS,B1
09236082,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,A2
15730824,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,A2
20142862,MULTIDISCIPLINARY JOURNAL OF EDUCATIONAL RESEARCH,A4
1828695X,MULTIDISCIPLINARY RESPIRATORY MEDICINE,A4
09424962,MULTIMEDIA SYSTEMS,A2
14321882,MULTIMEDIA SYSTEMS,A2
13807501,MULTIMEDIA TOOLS AND APPLICATIONS,A2
15737721,MULTIMEDIA TOOLS AND APPLICATIONS,A2
13524585,MULTIPLE SCLEROSIS,A1
22110348,MULTIPLE SCLEROSIS AND RELATED DISORDERS,A3
22376658,MULTIPLOS OLHARES EM CIENCIA DA INFORMACAO,B2
23596902,MULTISCIENCE JOURNAL,C
1414512X,MULTITEMAS,B1
02920107,MULTITUDES,A4
24478725,MULTIVERSO REVISTA ELETRONICA DO CAMPUS JUIZ DE FORA,C
15155994,MUNDO AGRARIO,B3
21455074,MUNDO AMAZONICO,A4
18078095,MUNDOPM,NP
21752052,MUNDORAMA,B2
13909193,MUNDOS PLURALES REVISTA LATINOAMERICANA DE POLITICAS Y ACCION PUBLICA,B1
21777314,REVISTA MURAL INTERNACIONAL,A3
24466182,REVISTA MURAL INTERNACIONAL,A3
18076149,MUSAS,NP
10974598,MUSCLE NERVE,A4
0148639X,MUSCLE NERVE,A4
1852060X,REVISTA DEL MUSEO DE ANTROPOLOGIA,A3
19843917,MUSEOLOGIA E PATRIMONIO,B4
19803303,MUSICA CULTURA,C
19805802,MUSICA EM CONTEXTO,C
19817126,MUSICA EM PERSPECTIVA,B4
16763939,MUSICA HODIE,A1
21753172,MUSICA NA EDUCACAO BASICA,C
23167858,MUSICA POPULAR EM REVISTA,C
25255541,MUSICA THEORICA,A2
25263757,MUSMAT REVISTA BRASILEIRA DE MUSICA E MATEMATICA,A4
02678357,MUTAGENESIS,A3
14643804,MUTAGENESIS,A3
00275107,MUTATION RESEARCH,A2
13835718,MUTATION RESEARCH GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,A4
13835742,MUTATION RESEARCH REVIEWS IN MUTATION RESEARCH,A1
2011799X,MUTATIS MUTANDIS,B4
01220268,MVZ CORDOBA,B2
12298093,MYCOBIOLOGY,A4
13144049,MYCOKEYS,A1
00275514,MYCOLOGIA,A2
1617416X,MYCOLOGICAL PROGRESS,A3
21501203,MYCOLOGY,B1
21501211,MYCOLOGY,B1
0301486X,MYCOPATHOLOGIA,A4
15730832,MYCOPATHOLOGIA,A4
09406360,MYCORRHIZA,A2
13403540,MYCOSCIENCE,A4
