issn,revista,qualis
23596651,ALMANAQUE MULTIDISCIPLINAR DE PESQUISA,B1
19815433,ALMANAQUE UNIGRANRIO DE PESQUISA,B3
20365195,ALMATOURISM JOURNAL OF TOURISM CULTURE AND TERRITORIAL DEVELOPMENT,A2
24479837,ALTERA REVISTA DE ANTROPOLOGIA,B1
1390325X,ALTERIDAD REVISTA DE CIENCIAS HUMANAS SOCIALES Y EDUCACION,A2
1405339X,ALTERNATIVAS EN PSICOLOGIA,B2
21688451,ALTERNATIVAS LATIN AMERICAN CULTURAL STUDIES JOURNAL,C
10786791,ALTERNATIVE THERAPIES IN HEALTH AND MEDICINE,B2
10262253,ALTERNATIVES SUD,B2
23184817,ALTUS CIENCIAS,B4
07534973,ALYTES INTERNATIONAL JOURNAL OF BATRACHOLOGY,B3
08930341,ALZHEIMER DISEASE AND ASSOCIATED DISORDERS,A1
15525260,ALZHEIMERS DEMENTIA,A1
24061654,AM JOURNAL OF ART AND MEDIA STUDIES,B1
21753849,AMAGIS JURIDICA,C
23175125,AMAZONIA REVISTA DE EDUCACAO EM CIENCIAS E MATEMATICAS,A2
18094058,AMAZONIA,B3
19805128,AMAZONIA,B3
23226307,AMAZONIA INVESTIGA,B3
22388893,REVISTA AMAZONIA ORGANIZACOES E SUSTENTABILIDADE,B1
19846215,AMAZONICA REVISTA DE ANTROPOLOGIA,A2
21760675,AMAZONICA REVISTA DE ANTROPOLOGIA,A2
19833415,REVISTA AMAZONICA,B3
15173127,AMAZONIDA,B2
21910855,AMB EXPRESS,A4
18080251,AMBIENCIA,B2
21759405,AMBIENCIA,B2
18872417,AMBIENTALMENTE SUSTENTABLE,B3
23864362,AMBIENTALMENTE SUSTENTABLE REVISTA CIENTIFICA GALEGO LUSOFONA DE EDUCACION AMBIENTAL,B3
16788621,AMBIENTE CONSTRUIDO,A3
14158876,AMBIENTE CONSTRUIDO,A3
14138638,AMBIENTE EDUCACAO,B2
18094422,AMBIENTE SOCIEDADE,A1
00447447,AMBIO,A1
15180360,AMBITO JURIDICO,C
11391979,AMBITOS REVISTA INTERNACIONAL DE COMUNICACION,A2
23183888,AMBIVALENCIAS,B2
00027014,AMEGHINIANA,A3
18518044,AMEGHINIANA,A3
14052253,AMERICA LATINA EN LA HISTORIA ECONOMICA,A2
13901230,AMERICA LATINA EN MOVIMIENTO,A2
11302887,AMERICA LATINA HOY,A1
00027294,AMERICAN ANTHROPOLOGIST,A1
19457782,AMERICAN ECONOMIC JOURNAL APPLIED ECONOMICS,A1
19457669,AMERICAN ECONOMIC JOURNAL MICROECONOMICS,A1
00028444,AMERICAN FERN JOURNAL,B1
23342331,AMERICAN INTERNATIONAL JOURNAL OF BIOLOGY,C
2162139X,AMERICAN INTERNATIONAL JOURNAL OF CONTEMPORARY RESEARCH,C
2162142X,AMERICAN INTERNATIONAL JOURNAL OF CONTEMPORARY RESEARCH,C
23254165,AMERICAN INTERNATIONAL JOURNAL OF SOCIAL SCIENCE,C
15574989,AMERICAN JOURNAL OF AGRICULTURAL AND BIOLOGICAL SCIENCES,C
15333175,AMERICAN JOURNAL OF ALZHEIMERS DISEASE AND OTHER,A3
21568251,AMERICAN JOURNAL OF ANALYTICAL CHEMISTRY,C
15574555,AMERICAN JOURNAL OF ANIMAL AND VETERINARY SCIENCES,B1
15574563,AMERICAN JOURNAL OF ANIMAL AND VETERINARY SCIENCES,B1
15543641,AMERICAN JOURNAL OF APPLIED SCIENCES,C
10590889,AMERICAN JOURNAL OF AUDIOLOGY,A4
15589137,AMERICAN JOURNAL OF AUDIOLOGY,A4
23283955,AMERICAN JOURNAL OF BIOMEDICAL RESEARCH,C
00029122,AMERICAN JOURNAL OF BOTANY,A2
15372197,AMERICAN JOURNAL OF BOTANY,A2
21566976,AMERICAN JOURNAL OF CANCER RESEARCH,A3
2160200X,AMERICAN JOURNAL OF CARDIOVASCULAR DISEASE,A3
11753277,AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS,A2
21679495,AMERICAN JOURNAL OF CLIMATE CHANGE,C
19383207,AMERICAN JOURNAL OF CLINICAL NUTRITION,A1
02773732,AMERICAN JOURNAL OF CLINICAL ONCOLOGY,A3
23497238,AMERICAN JOURNAL OF COMPUTER SCIENCE AND ENGINEERING SURVEY,C
10623264,AMERICAN JOURNAL OF CRITICAL CARE,A1
08948275,AMERICAN JOURNAL OF DENTISTRY,A4
23276126,AMERICAN JOURNAL OF EDUCATIONAL RESEARCH,C
23276150,AMERICAN JOURNAL OF EDUCATIONAL RESEARCH,C
19417020,AMERICAN JOURNAL OF ENGINEERING AND APPLIED SCIENCES,B2
23200847,AMERICAN JOURNAL OF ENGINEERING RESEARCH,B4
23200936,AMERICAN JOURNAL OF ENGINEERING RESEARCH,B4
21664633,AMERICAN JOURNAL OF ENVIRONMENTAL ENGINEERING,C
1553345X,AMERICAN JOURNAL OF ENVIRONMENTAL SCIENCES,C
00029262,AMERICAN JOURNAL OF EPIDEMIOLOGY,A1
23219114,AMERICAN JOURNAL OF ESSENTIAL OILS AND NATURAL PRODUCTS,C
22310606,AMERICAN JOURNAL OF EXPERIMENTAL AGRICULTURE,B4
1557458X,AMERICAN JOURNAL OF FOOD TECHNOLOGY,C
03618609,AMERICAN JOURNAL OF HEMATOLOGY,A2
10499091,AMERICAN JOURNAL OF HOSPICE AND PALLIATIVE MEDICINE,A4
10420533,AMERICAN JOURNAL OF HUMAN BIOLOGY,A1
00029297,AMERICAN JOURNAL OF HUMAN GENETICS,A1
2317126X,AMERICAN JOURNAL OF HYDROPOWER WATER AND ENVIRONMENT SYSTEMS,C
08957061,AMERICAN JOURNAL OF HYPERTENSION,A3
1553619X,AMERICAN JOURNAL OF IMMUNOLOGY,C
02713586,AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,A3
01966553,AMERICAN JOURNAL OF INFECTION CONTROL,A3
15598276,AMERICAN JOURNAL OF LIFESTYLE MEDICINE,B1
21628424,AMERICAN JOURNAL OF MATERIALS SCIENCE,B3
21629382,AMERICAN JOURNAL OF MATERIALS SCIENCE,B3
01487299,AMERICAN JOURNAL OF MEDICAL GENETICS,C
15524841,AMERICAN JOURNAL OF MEDICAL GENETICS PART B NEUROPSYCHIATRIC GENETICS,A2
15579883,AMERICAN JOURNAL OF MENS HEALTH,A3
21616620,AMERICAN JOURNAL OF MOLECULAR BIOLOGY,C
21616663,AMERICAN JOURNAL OF MOLECULAR BIOLOGY,C
02508095,AMERICAN JOURNAL OF NEPHROLOGY,A2
01956108,AMERICAN JOURNAL OF NEURORADIOLOGY,A1
19489919,AMERICAN JOURNAL OF NEUROSCIENCE,NP
19489900,AMERICAN JOURNAL OF NEUROSCIENCE,NP
23285753,AMERICAN JOURNAL OF NURSING SCIENCE,C
00029378,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,A1
21608849,AMERICAN JOURNAL OF OPERATIONS RESEARCH,B2
21608830,AMERICAN JOURNAL OF OPERATIONS RESEARCH,B2
00029394,AMERICAN JOURNAL OF OPHTHALMOLOGY,A1
08895406,AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,A3
00029459,AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,A3
15574970,AMERICAN JOURNAL OF PHARMACOLOGY AND TOXICOLOGY,C
00029483,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,A2
15377385,AMERICAN JOURNAL OF PHYSICAL MEDICINE AND REHABILITATION,A3
08949115,AMERICAN JOURNAL OF PHYSICAL MEDICINE REHABILITATION,A3
00029505,AMERICAN JOURNAL OF PHYSICS,B1
03636143,AMERICAN JOURNAL OF PHYSIOLOGY CELL PHYSIOLOGY,A2
01931849,AMERICAN JOURNAL OF PHYSIOLOGY ENDOCRINOLOGY AND METABOLISM,A1
01931857,AMERICAN JOURNAL OF PHYSIOLOGY GASTROINTESTINAL AND LIVER PHYSIOLOGY,A2
03636135,AMERICAN JOURNAL OF PHYSIOLOGY HEART AND CIRCULATORY PHYSIOLOGY,A1
10400605,AMERICAN JOURNAL OF PHYSIOLOGY LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,A1
15221490,AMERICAN JOURNAL OF PHYSIOLOGY REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,A2
03636119,AMERICAN JOURNAL OF PHYSIOLOGY REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,A2
1931857X,AMERICAN JOURNAL OF PHYSIOLOGY RENAL PHYSIOLOGY,A1
23212748,AMERICAN JOURNAL OF PHYTOMEDICINE AND CLINICAL,C
21582750,AMERICAN JOURNAL OF PLANT SCIENCES,C
00925853,AMERICAN JOURNAL OF POLITICAL SCIENCE,A1
1099209X,AMERICAN JOURNAL OF POTATO RESEARCH,A3
07493797,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,A1
02752565,AMERICAN JOURNAL OF PRIMATOLOGY,A1
00900036,AMERICAN JOURNAL OF PUBLIC HEALTH,A1
16000897,AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,A2
10467408,AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,A2
1073449X,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,A1
10441549,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR,A1
19458924,AMERICAN JOURNAL OF RHINOLOGY ALLERGY,A3
03635465,AMERICAN JOURNAL OF SPORTS MEDICINE,A1
23308559,AMERICAN JOURNAL OF SPORTS SCIENCE,C
23334606,AMERICAN JOURNAL OF SPORTS SCIENCE AND MEDICINE,C
2525314X,AMERICAN JOURNAL OF SPORTS TRAINING,B3
23269006,AMERICAN JOURNAL OF THEORETICAL AND APPLIED STATISTICS,C
19438141,AMERICAN JOURNAL OF TRANSLATIONAL RESEARCH,A2
16006135,AMERICAN JOURNAL OF TRANSPLANTATION,A1
14761645,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGINE,A3
03636127,AMERICAN JOURNAL OF PHYSIOLOGY RENAL FLUID AND ELECTROLYTE PHYSIOLOGY,A1
07402783,AMERICAN MALACOLOGICAL BULLETIN,B3
00030082,AMERICAN MUSEUM NOVITATES,A1
23792922,AMERICAN RESEARCH JOURNAL OF NURSING,C
23134410,AMERICAN SCIENTIFIC RESEARCH JOURNAL FOR ENGINEERING TECHNOLOGY AND SCIENCES,A3
21510032,TRANSACTIONS OF THE ASABE,A3
18186769,AMERICANEURASIAN JOURNAL OF AGRICULTURAL ENVIRONMENTAL SCIENCES,C
19904053,AMERICANEURASIAN JOURNAL OF AGRICULTURAL ENVIRONMENTAL SCIENCES,C
21740178,AMERICANIA REVISTA DE ESTUDIOS LATINOAMERICANOS,B1
21070806,AMERIKA,B2
19804806,AMERINDIA,C
15068900,AMERYKA LACINSKA,B1
14382199,AMINO ACIDS,A2
09394451,AMINO ACIDS,A2
1083446X,AMPHIBIAN REPTILE CONSERVATION,A4
13506129,AMYLOID,A2
21678421,AMYOTROPHIC LATERAL SCLEROSIS AND FRONTOTEMPORAL DEGENERATION,A2
14660822,AMYOTROPHIC LATERAL SCLEROSIS AND OTHER MOTOR NEURON DISORDERS,C
10759964,ANAEROBE,A3
00032409,ANAESTHESIA,A1
16922522,ANAGRAMAS RUMBOS Y SENTIDOS DE LA COMUNICACION,A3
03650596,ANAIS BRASILEIROS DE DERMATOLOGIA,B2
18064841,ANAIS BRASILEIROS DE DERMATOLOGIA,B2
22382925,ANAIS BRASILEIROS DE ESTUDOS TURISTICOS,NP
21798400,ANAIS CONGRESSO BRASILEIRO DE GESTAO AMBIENTAL,NP
00013765,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,A2
16782690,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,A2
19800258,ANAIS DA ACADEMIA PERNAMBUCANA DE CIENCIA AGRONOMICA,B4
24482811,ANAIS DA ACADEMIA PERNAMBUCANA DE CIENCIA AGRONOMICA,B4
01001922,ANAIS DA BIBLIOTECA NACIONAL,C
08749671,ANAIS DE HISTORIA DE ALEMMAR,A4
21761396,ANAIS DO CONGRESSO NACIONAL DE EDUCACAO,NP
03037762,ANAIS DO INSTITUTO DE HIGIENE E MEDICINA TROPICAL,B4
14131803,ANAIS DO MUSEU HISTORICO NACIONAL,NP
01014714,ANAIS DO MUSEU PAULISTA HISTORIA CULTURA E MATERIAL,A2
22389245,ANAIS DO SIEP CONSUMO,NP
23591048,ANAIS DO XVIII ENGEMA,NP
22360719,ANAIS DO XXX COLOQUIO DO COMITE BRASILEIRO DE HISTORIA DA ARTE,C
23182148,ANAIS USO PUBLICO EM UNIDADES DE CONSERVACAO,NP
24480096,ANALECTA,B1
15186520,ANALECTA,B1
16977904,ANALES DE DOCUMENTACION,A4
03289796,ANALES DEL INSTITUTO DE ARTE AMERICANO E INVESTIGACIONES ESTETICAS,B4
01029924,ANALISE ECONOMICA,A3
2525457X,ANALISE ESTRATEGICA,B3
00032573,ANALISE SOCIAL,A1
21822999,ANALISE SOCIAL,A1
01214705,ANALISIS POLITICO,A1
09251030,ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,B1
15731979,ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,B1
00032654,ANALYST,A1
13645528,ANALYST,A1
16673055,ANALYTICA,C
16773055,ANALYTICA,C
18734324,ANALYTICA CHIMICA ACTA,A1
00032670,ANALYTICA CHIMICA ACTA,A1
14143004,ANALYTICA REVISTA DE FILOSOFIA,A2
16182650,ANALYTICAL AND BIOANALYTICAL CHEMISTRY,A2
16182642,ANALYTICAL AND BIOANALYTICAL CHEMISTRY,A2
08846812,ANALYTICAL AND QUANTITATIVE CYTOLOGY AND HISTOLOGY,B2
00032697,ANALYTICAL BIOCHEMISTRY,A3
09218912,ANALYTICAL CELLULAR PATHOLOGY,C
00032700,ANALYTICAL CHEMISTRY,A1
22141812,ANALYTICAL CHEMISTRY RESEARCH,B1
00032719,ANALYTICAL LETTERS,B1
1532236X,ANALYTICAL LETTERS,B1
17599660,ANALYTICAL METHODS,A2
09106340,ANALYTICAL SCIENCES,B1
23578602,ANAMORFOSE REVISTA DE ESTUDOS MODERNOS,B1
24468088,ANAMORPHOSIS REVISTA INTERNACIONAL DE DIREITO E LITERATURA,A3
11298219,ANANKE,B4
21566909,ANATOLIA AN INTERNATIONAL JOURNAL OF TOURISM AND HOSPITALITY,A3
03402096,ANATOMIA HISTOLOGIA EMBRYOLOGIA,A4
14390264,ANATOMIA HISTOLOGIA EMBRYOLOGIA,A4
19809824,ANCORA,NP
2359375X,ANCORA REVISTA LATINOAMERICANA DE JORNALISMO,B1
18700063,ANDAMIOS REVISTA DE INVESTIGACION SOCIAL,B2
03034569,ANDROLOGIA,A3
20472919,ANDROLOGYUS,A1
00032999,ANESTHESIA AND ANALGESIA,A2
00033022,ANESTHESIOLOGY,A1
15213773,ANGEWANDTE CHEMIE,A1
00448249,ANGEWANDTE CHEMIE,A1
14337851,ANGEWANDTE CHEMIE,A1
05700833,ANGEWANDTE CHEMIE,A1
00033197,ANGIOLOGY,A3
0101191X,ANGULO,B4
21831750,ANIKI REVISTA PORTUGUESA DA IMAGEM EM MOVIMENTO,A3
21757119,ANIMA REVISTA ELETRONICA DO CURSO DE DIREITO DA OPET,B4
23285842,ANIMAL AND VETERINARY SCIENCES,C
00033472,ANIMAL BEHAVIOUR,A1
1578665X,ANIMAL BIODIVERSITY AND CONSERVATION,A4
15707555,ANIMAL BIOLOGY,A4
15707563,ANIMAL BIOLOGY,A4
10495398,ANIMAL BIOTECHNOLOGY,B1
13679430,ANIMAL CONSERVATION,A2
02689146,ANIMAL GENETICS,A1
09722963,ANIMAL NUTRITION AND FEED TECHNOLOGY,C
18069614,ANIMAL REPRODUCTION,A4
19843143,ANIMAL REPRODUCTION,A4
03784320,ANIMAL REPRODUCTION SCIENCE,A2
13443941,ANIMAL SCIENCE JOURNAL,A2
17517311,ANIMAL,A1
09627286,ANIMAL WELFARE,A2
20762615,ANIMALS,A3
1677907X,ANIMUS,A3
00033804,ANNALEN DER PHYSIK,A2
00033847,ANNALES BOTANICI FENNICI,B1
01519638,ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE,B3
00379271,ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,B2
13704788,ANNALES DE LECONOMIE PUBLIQUE SOCIALE ET COOPERATIVE,B1
00034088,ANNALES DE LIMNOLOGIE,B1
2100000X,ANNALES DE LIMNOLOGIE,B1
00034347,ANNALES DES TELECOMMUNICATIONS,A4
14320576,ANNALES GEOPHYSICAE,A3
09927689,ANNALES GEOPHYSICAE,A3
14240637,ANNALES HENRI POINCARE,A2
00034541,ANNALES ZOOLOGICI,A4
0003455X,ANNALES ZOOLOGICI FENNICI,A4
03733114,ANNALI DI MATEMATICA PURA ED APPLICATA,A2
09409602,ANNALS OF ANATOMY,A4
00034746,ANNALS OF APPLIED BIOLOGY,A2
09761233,ANNALS OF BIOLOGICAL RESEARCH,C
00906964,ANNALS OF BIOMEDICAL ENGINEERING,A1
03057364,ANNALS OF BOTANY,A1
14760711,ANNALS OF CLINICAL MICROBIOLOGY AND ANTIMICROBIALS,A2
23739282,ANNALS OF CLINICAL PATHOLOGY,C
10401237,ANNALS OF CLINICAL PSYCHIATRY,B2
21985812,ANNALS OF DATA SCIENCE,A3
10929134,ANNALS OF DIAGNOSTIC PATHOLOGY,A3
15441709,ANNALS OF FAMILY MEDICINE,A1
16142446,ANNALS OF FINANCE,A3
18448135,ANNALS OF FOREST RESEARCH,A3
12864560,ANNALS OF FOREST SCIENCE,A2
20088752,ANNALS OF FUNCTIONAL ANALYSIS,B2
1744859X,ANNALS OF GENERAL PSYCHIATRY,A4
15935213,ANNALS OF GEOPHYSICS,B2
22149996,ANNALS OF GLOBAL HEALTH,A1
09395555,ANNALS OF HEMATOLOGY,A4
14320584,ANNALS OF HEMATOLOGY,A4
16652681,ANNALS OF HEPATOLOGY,B2
03014460,ANNALS OF HUMAN BIOLOGY,A3
00034800,ANNALS OF HUMAN GENETICS,B2
21105820,ANNALS OF INTENSIVE CARE,A1
00034819,ANNALS OF INTERNAL MEDICINE,A1
10122443,ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,A3
22310746,ANNALS OF MAXILLOFACIAL SURGERY,B1
21419248,ANNALS OF MEDICAL AND HEALTH SCIENCES RESEARCH,C
15904261,ANNALS OF MICROBIOLOGY,A4
03645134,ANNALS OF NEUROLOGY,A1
09727531,ANNALS OF NEUROSCIENCES,B2
1082720X,ANNALS OF NONINVASIVE ELECTROCARDIOLOGY,B1
03064549,ANNALS OF NUCLEAR ENERGY,A2
09147187,ANNALS OF NUCLEAR MEDICINE,A4
02506807,ANNALS OF NUTRITION METABOLISM,A2
14219697,ANNALS OF NUTRITION METABOLISM,A2
23818891,ANNALS OF NUTRITIONAL DISORDERS THERAPY,C
20524374,ANNALS OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,B1
15698041,ANNALS OF ONCOLOGY,A1
02545330,ANNALS OF OPERATION RESEARCH,A3
2379948X,ANNALS OF OTOLARYNGOLOGY AND RHINOLOGY,C
00034916,ANNALS OF PHYSICS,A2
01487043,ANNALS OF PLASTIC SURGERY,A3
00905364,ANNALS OF STATISTICS,A1
00034932,ANNALS OF SURGERY,A1
10689265,ANNALS OF SURGICAL ONCOLOGY,A1
19589395,ANNALS OF TELECOMMUNICATIONS,A4
23256621,ANNALS OF THE AMERICAN THORACIC SOCIETY,A2
00138746,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,A3
00266493,ANNALS OF THE MISSOURI BOTANICAL GARDEN,A2
00778923,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,A1
00034967,ANNALS OF THE RHEUMATIC DISEASES,A1
15825949,ANNALS OF THE UNIVERSITY OF PETROSANI ECONOMICS,A3
23055847,ANNALS OF TRANSLATIONAL MEDICINE,C
00034983,ANNALS OF TROPICAL MEDICINE AND PARASITOLOGY,C
08905096,ANNALS OF VASCULAR SURGERY,A4
00847747,ANNUAL REPORT OF THE BEAN IMPROVEMENT COOPERATIVE,C
2347565X,ANNUAL RESEARCH REVIEW IN BIOLOGY,B2
21658110,ANNUAL REVIEW OF ANIMAL BIOSCIENCES,A1
14640538,ANNUAL REVIEW OF CRITICAL PSYCHOLOGY,C
1746739X,ANNUAL REVIEW OF CRITICAL PSYCHOLOGY,C
1543592X,ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS,A1
00664170,ANNUAL REVIEW OF ENTOMOLOGY,A1
00664286,ANNUAL REVIEW OF PHYTOPATHOLOGY,A1
15435008,ANNUAL REVIEW OF PLANT BIOLOGY,A1
0104236X,ANOS 90,A2
1983201X,ANOS 90,A2
09541020,ANTARCTIC SCIENCE,A4
19844921,ANTARES LETRAS E HUMANIDADES,A4
23170824,ANTHESIS,B3
02549212,ANTHROPOLOGICA,A2
00035459,ANTHROPOLOGICA,A2
07028997,ANTHROPOLOGIE ET SOCIETES,A3
16099168,ANTHROPOLOGY OF FOOD,B1
20796382,ANTIBIOTICSBASEL,A1
18715206,ANTICANCER AGENTS IN MEDICINAL CHEMISTRY,A4
09594973,ANTICANCER DRUGS,A4
02507005,ANTICANCER RESEARCH,B1
23143908,ANTIGUOS JESUITAS EN IBEROAMERICA,A4
10986596,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,A1
00664804,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,A1
20472994,ANTIMICROBIAL RESISTANCE AND INFECTION CONTROL,A1
20763921,ANTIOXIDANTS,C
15230864,ANTIOXIDANTS REDOX SIGNALLING,A1
0003598X,ANTIQUITY,A1
19843356,ANTITESES,A1
01663542,ANTIVIRAL RESEARCH,A1
13596535,ANTIVIRAL THERAPY,A4
00036072,ANTONIE VAN LEEUWENHOEK,B1
15729699,ANTONIE VAN LEEUWENHOEK,B1
21831386,ANTROPE,B3
14147378,ANTROPOLITICA,A2
08700990,ANTROPOLOGIA PORTUGUESA,B1
2239625X,ANUAC RIVISTA DELLASSOCIAZIONE NAZIONALI UNIVERSITARIA ANTROPOLOGI CULTURALI,A4
01024302,ANUARIO ANTROPOLOGICO,A2
19809484,ANUARIO BRASILEIRO DE DIREITO INTERNACIONAL,B4
19837364,ANUARIO BRASILEIRO DE SEGURANCA PUBLICA,NP
18525784,ANUARIO CEEED CENTRO DE ESTUDIOS ECONOMICOS DE LA EMPRESA Y EL DESARROLLO,B3
15104974,ANUARIO DE DERECHO CONSTITUCIONAL LATINOAMERICANO,B2
23460849,ANUARIO DE DERECHO CONSTITUCIONAL LATINOAMERICANO,B2
05180872,ANUARIO DE FILOSOFIA DEL DERECHO,B4
01222066,ANUARIO DE HISTORIA REGIONAL Y DE LAS FRONTERAS,B4
13170953,ANUARIO DE LA INTEGRACION REGIONAL DE AMERICA LATINA E EL GRAN CARIBE,B2
21757917,ANUARIO DE LITERATURA,A4
14145235,ANUARIO DE LITERATURA,A4
01019759,ANUARIO DO INSTITUTO DE GEOCIENCIAS,B2
19823908,ANUARIO DO INSTITUTO DE GEOCIENCIAS,B2
18569536,ANUARIO ESTUDIOS EN COMUNICACION SOCIAL DISERTACIONES,A2
11384824,ANUARIO IBEROAMERICANO DE JUSTICIA CONSTITUCIONAL,B3
19895585,ANUARIO IBEROAMERICANO DE JUSTICIA CONSTITUCIONAL,B3
18079474,ANUARIO INTERNACIONAL DE COMUNICACAO LUSOFONA,C
22552243,ANUARIO INTERNACIONAL DE COMUNICACAO LUSOFONA,C
18704654,ANUARIO MEXICANO DE DERECHO INTERNACIONAL,A2
19847408,AO PE DA LETRA,C
20412851,AOB PLANTS,A1
02687038,APHASIOLOGY,A1
00448435,APIDOLOGIE,A1
12979678,APIDOLOGIE,A1
2166532X,APL MATERIALS,A1
21665320,APL MATERIALS,A1
09034641,APMIS ACTA PATHOLOGICA MICROBIOLOGICA ET IMMUNOLOGICA SCANDINAVICA,A3
13608185,APOPTOSIS,A1
01956663,APPETITE,A1
00036811,APPLICABLE ANALYSIS,A4
14528630,APPLICABLE ANALYSIS AND DISCRETE MATHEMATICS,A3
21680450,APPLICATIONS IN PLANT SCIENCES,A4
0003682X,APPLIED ACOUSTICS,A2
21964351,APPLIED ADHESION SCIENCE,B1
10985336,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,A1
00992240,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,A1
16877667,APPLIED AND ENVIRONMENTAL SOIL SCIENCE,A3
16877675,APPLIED AND ENVIRONMENTAL SOIL SCIENCE,A3
01681591,APPLIED ANIMAL BEHAVIOUR SCIENCE,A2
08839514,APPLIED ARTIFICIAL INTELLIGENCE,B2
02732289,APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,A3
15590291,APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,A3
18085512,APPLIED CANCER RESEARCH,C
0926860X,APPLIED CATALYSIS A GENERAL,A1
09263373,APPLIED CATALYSIS B ENVIRONMENTAL,A1
01691317,APPLIED CLAY SCIENCE,A1
18690327,APPLIED CLINICAL INFORMATICS,B2
08884080,APPLIED COGNITIVE PSYCHOLOGY,A2
0929189X,APPLIED COMPOSITE MATERIALS,A3
10544887,APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,B1
15891623,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,B1
17850037,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,B1
14664291,APPLIED ECONOMIC LETTERS,A2
14664283,APPLIED ECONOMICS,A1
00036846,APPLIED ECONOMICS,A1
13504851,APPLIED ECONOMICS LETTERS,A2
03062619,APPLIED ENERGY,A1
08838542,APPLIED ENGINEERING IN AGRICULTURE,A4
00036862,APPLIED ENTOMOLOGY AND ZOOLOGY,A4
00036870,APPLIED ERGONOMICS,A1
23742429,APPLIED FINANCE AND ACCOUNTING,B4
23742410,APPLIED FINANCE AND ACCOUNTING,B4
08832927,APPLIED GEOCHEMISTRY,A2
01436228,APPLIED GEOGRAPHY,A1
18669298,APPLIED GEOMATICS,A1
15412016,APPLIED IMMUNOHISTOCHEMISTRY MOLECULAR MORPHOLOGY,A3
0924669X,APPLIED INTELLIGENCE,A3
15737497,APPLIED INTELLIGENCE,A3
09379347,APPLIED MAGNETIC RESONANCE,B2
0307904X,APPLIED MATHEMATICAL MODELLING,A1
1312885X,APPLIED MATHEMATICAL SCIENCES,C
00665452,APPLIED MATHEMATICAL SCIENCES,C
21527385,APPLIED MATHEMATICS,C
21527393,APPLIED MATHEMATICS,C
00963003,APPLIED MATHEMATICS AND COMPUTATION,A4
02534827,APPLIED MATHEMATICS AND MECHANICS,A2
19350090,APPLIED MATHEMATICS INFORMATION SCIENCES,B4
08939659,APPLIED MATHEMATICS LETTERS,A2
00954616,APPLIED MATHEMATICS OPTIMIZATION,A4
16609336,APPLIED MECHANICS AND MATERIALS,C
16627482,APPLIED MECHANICS AND MATERIALS,C
01757598,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,A2
14320614,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,A2
23279095,APPLIED NEUROPSYCHOLOGY ADULT,A2
01689274,APPLIED NUMERICAL MATHEMATICS,B1
08971897,APPLIED NURSING RESEARCH,A1
01411187,APPLIED OCEAN RESEARCH,A2
15705838,APPLIED ONTOLOGY,A1
18758533,APPLIED ONTOLOGY,A1
1559128X,APPLIED OPTICS,A2
00036935,APPLIED OPTICS,A2
02682605,APPLIED ORGANOMETALLIC CHEMISTRY,A2
07217250,APPLIED PHYSICS A,A4
09478396,APPLIED PHYSICS A MATERIALS SCIENCE PROCESSING,A4
14320630,APPLIED PHYSICS A MATERIALS SCIENCE PROCESSING,A4
